Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Maruti Ertiga VDI,Pune,2014,71899,Diesel,Manual,First,20.77,1248,88.76,7.0,725000.0
Maruti Celerio VXI,Mumbai,2016,34000,Petrol,Automatic,First,23.1,998,67.04,5.0,434999.99999999994
Renault KWID Climber,Coimbatore,2018,38171,Petrol,Automatic,Second,22.5,999,67.0,5.0,499000.0
Mahindra Scorpio SLE,Bangalore,2013,70359,Diesel,Manual,First,12.05,2179,120.0,8.0,765000.0
Toyota Innova 2.5,Chennai,2011,73000,Diesel,Manual,First,12.8,2494,102.0,7.0,900000.0
Volkswagen Polo Diesel,Chennai,2017,34000,Diesel,Manual,First,22.07,1199,73.9,5.0,690000.0
Ford Figo Diesel,Chennai,2011,56500,Diesel,Manual,First,20.0,1399,68.0,5.0,290000.0
Nissan Terrano XL,Kolkata,2014,40000,Diesel,Manual,First,20.45,1461,83.8,5.0,575000.0
Force One LX,Kolkata,2014,41000,Diesel,Manual,First,17.0,2200,139.01,7.0,800000.0
Renault KWID 1.0,Kochi,2017,53105,Petrol,Automatic,First,22.5,999,67.0,5.0,441000.0
Skoda Rapid 1.5,Mumbai,2013,34000,Diesel,Manual,First,21.14,1498,103.52,5.0,495000.0
Mahindra XUV500 AT,Hyderabad,2016,73000,Diesel,Automatic,First,16.0,2179,140.0,7.0,1440000.0
Ford Figo Diesel,Chennai,2012,73000,Diesel,Manual,First,20.0,1399,68.05,5.0,295000.0
Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,First,15.96,2523,62.1,7.0,814000.0
Volkswagen Vento 1.5,Hyderabad,2016,34000,Diesel,Manual,First,20.64,1498,108.5,5.0,844999.9999999999
Toyota Innova 2.5,Pune,2015,73000,Diesel,Manual,First,12.99,2494,100.0,8.0,1250000.0
Mahindra XUV500 W8,Mumbai,2012,48000,Diesel,Manual,First,15.1,2179,140.0,7.0,650000.0
Ford Ecosport 1.5,Coimbatore,2015,34000,Petrol,Manual,Second,15.8,1499,110.0,5.0,772000.0
Volkswagen Jetta 2012-2014,Chennai,2011,73000,Diesel,Automatic,First,16.96,1968,138.1,5.0,800000.0
Tata New Safari,Chennai,2009,73000,Diesel,Manual,Second,13.93,2179,138.0,7.0,300000.0
BMW 3 Series,Mumbai,2013,49000,Diesel,Automatic,First,8.2,2993,245.0,4.0,2900000.0
Volkswagen Polo 1.2,Kolkata,2014,34000,Petrol,Manual,First,16.47,1198,74.0,5.0,411000.00000000006
Hyundai i20 Magna,Coimbatore,2015,34000,Petrol,Manual,First,18.5,1197,82.9,5.0,537000.0
Maruti Ertiga ZDI,Mumbai,2013,73000,Diesel,Manual,First,20.77,1248,88.8,7.0,655000.0
Honda City i,Chennai,2015,34000,Petrol,Manual,First,17.4,1497,117.3,5.0,700000.0
Honda City 1.5,Mumbai,2014,57000,Petrol,Manual,First,17.0,1497,118.0,5.0,548000.0
Volkswagen Jetta 2013-2015,Kochi,2013,73000,Diesel,Automatic,First,16.96,1968,138.03,5.0,651000.0
Honda Amaze VX,Pune,2016,73000,Diesel,Manual,First,25.8,1498,98.6,5.0,515000.00000000006
Mahindra XUV500 W8,Hyderabad,2013,73000,Diesel,Manual,Second,15.1,2179,140.0,7.0,900000.0
Toyota Corolla Altis,Mumbai,2008,73000,Petrol,Automatic,Second,14.53,1798,138.1,5.0,275000.0
Hyundai Santro Xing,Pune,2005,73000,Petrol,Manual,Second,17.0,1086,113.25,5.0,120000.0
BMW 3 Series,Bangalore,2012,73000,Diesel,Automatic,First,22.69,1995,190.0,5.0,1250000.0
Ford EcoSport 1.5,Kochi,2017,63423,Diesel,Manual,First,23.0,1498,98.96,5.0,769000.0
Hyundai i20 Asta,Kochi,2013,62132,Petrol,Manual,First,18.5,1197,82.85,5.0,457000.0
Honda City 1.5,Mumbai,2013,51000,Petrol,Automatic,First,16.8,1497,118.0,5.0,450000.0
Maruti Ritz VDI,Hyderabad,2015,73000,Diesel,Manual,First,23.2,1248,73.94,5.0,490000.00000000006
Hyundai i10 Era,Kolkata,2008,55410,Petrol,Manual,First,19.81,1086,68.05,5.0,165000.0
Chevrolet Sail 1.2,Mumbai,2015,41000,Petrol,Manual,First,18.2,1199,82.4,5.0,325000.0
Hyundai Verna 1.6,Chennai,2012,45000,Diesel,Manual,First,22.32,1582,126.32,5.0,625000.0
Hyundai Creta 1.6,Kochi,2018,53322,Petrol,Manual,First,15.8,1591,121.3,5.0,1213000.0
Chevrolet Sail 1.2,Jaipur,2013,48000,Petrol,Manual,First,18.2,1199,82.4,5.0,325000.0
Audi Q5 2.0,Hyderabad,2013,72000,Diesel,Automatic,First,14.16,1968,174.3,5.0,2900000.0
Honda City 1.5,Kochi,2013,50266,Petrol,Manual,First,17.0,1497,118.0,5.0,553000.0
Ford EcoSport 1.5,Hyderabad,2017,34000,Petrol,Manual,First,17.0,1497,121.36,5.0,875000.0
Audi Q7 3.0,Bangalore,2014,45000,Diesel,Automatic,Second,12.07,2967,241.4,7.0,3790000.0
Hyundai i10 Magna,Delhi,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5.0,240000.0
Hyundai i20 1.2,Chennai,2014,41681,Petrol,Manual,First,17.0,1197,80.0,5.0,455000.0
Maruti Swift Dzire,Delhi,2011,69313,Petrol,Manual,Second,17.5,1197,85.8,5.0,265000.0
Tata Indica V2,Pune,2017,49000,Diesel,Manual,Second,25.0,1396,69.0,5.0,160000.0
BMW 5 Series,Coimbatore,2012,40471,Diesel,Automatic,Second,16.2,2993,235.0,5.0,2572000.0
Maruti Swift VDI,Ahmedabad,2013,60000,Diesel,Manual,First,22.9,1248,74.0,5.0,415000.00000000006
Ford Freestyle Titanium,Jaipur,2018,34000,Petrol,Manual,First,19.0,1194,94.68,5.0,723000.0
Hyundai Verna XXi,Bangalore,2008,38000,Petrol,Manual,Second,13.9,1599,103.2,5.0,260000.0
BMW 3 Series,Mumbai,2008,66000,Diesel,Automatic,Second,16.07,1995,181.0,5.0,725000.0
Toyota Innova 2.5,Kochi,2017,34000,Diesel,Manual,First,12.8,2494,102.0,8.0,1429000.0
Mercedes-Benz New C-Class,Hyderabad,2011,57000,Diesel,Automatic,Second,14.94,2143,204.0,5.0,1725000.0
Hyundai Elantra 1.6,Pune,2013,73000,Diesel,Manual,First,22.54,1582,126.2,5.0,750000.0
Maruti Ritz ZDi,Hyderabad,2014,60000,Diesel,Manual,First,23.2,1248,73.94,5.0,434999.99999999994
Maruti Vitara Brezza,Pune,2016,73000,Diesel,Manual,First,24.3,1248,88.5,5.0,890000.0
Hyundai Xcent 1.2,Kolkata,2016,73000,Petrol,Manual,Second,19.1,1197,82.0,5.0,350000.0
Honda City i,Kolkata,2014,56002,Diesel,Manual,First,26.0,1498,98.6,5.0,610000.0
Renault KWID RXT,Mumbai,2016,34000,Petrol,Manual,First,25.17,799,53.3,5.0,320000.0
Toyota Etios Cross,Jaipur,2014,62322,Diesel,Manual,First,23.59,1364,67.06,5.0,490000.00000000006
Maruti Alto K10,Kochi,2015,37929,Petrol,Manual,First,24.07,998,67.1,5.0,369000.0
Tata Tiago 1.2,Chennai,2016,34000,Petrol,Manual,First,23.84,1199,84.0,5.0,398000.0
Hyundai i20 1.4,Kolkata,2013,60000,Diesel,Manual,First,21.9,1396,90.0,5.0,295000.0
Audi A4 2.0,Kochi,2014,55730,Diesel,Automatic,First,16.55,1968,147.51,5.0,1521000.0
Maruti Swift VDI,Hyderabad,2015,62000,Diesel,Manual,First,28.4,1248,74.0,5.0,630000.0
Volkswagen Ameo 1.2,Kochi,2017,34000,Petrol,Manual,First,17.0,1198,73.75,5.0,669000.0
Honda BRV i-VTEC,Mumbai,2017,34000,Petrol,Automatic,First,16.0,1497,117.3,7.0,950000.0
Hyundai i20 Asta,Mumbai,2009,34000,Petrol,Manual,First,17.0,1197,80.0,5.0,265000.0
Hyundai Santa Fe,Ahmedabad,2012,58200,Diesel,Manual,First,14.66,2199,194.3,7.0,750000.0
Honda City 1.5,Bangalore,2002,53000,Petrol,Manual,Second,18.0,1621,113.25,5.0,185000.0
Maruti Celerio ZXI,Kochi,2018,34000,Petrol,Automatic,First,23.1,998,67.04,5.0,563000.0
Hyundai Creta 1.6,Coimbatore,2018,34000,Petrol,Manual,First,15.8,1591,121.3,5.0,1178000.0
Tata Indica V2,Hyderabad,2004,73000,Diesel,Manual,Second,17.88,1396,52.8,5.0,85000.0
Volkswagen Vento Petrol,Mumbai,2011,55893,Petrol,Manual,First,15.04,1598,103.6,5.0,335000.0
Maruti Celerio VXI,Kochi,2015,60586,Petrol,Manual,First,23.1,998,67.04,5.0,411000.00000000006
Mercedes-Benz CLA 200,Ahmedabad,2015,34000,Diesel,Automatic,First,17.9,2143,136.0,5.0,2551000.0
Maruti Alto 800,Jaipur,2017,34000,Petrol,Manual,First,22.74,796,47.3,5.0,310000.0
Ford Endeavour 3.2,Delhi,2018,34000,Diesel,Automatic,First,10.91,1621,197.0,7.0,3350000.0
Tata Zest Revotron,Kolkata,2017,65000,Petrol,Manual,First,17.57,1193,88.7,5.0,480000.0
Volkswagen Vento 1.6,Kolkata,2014,38000,Petrol,Manual,First,16.09,1598,103.5,5.0,349000.0
Maruti Ertiga ZXI,Mumbai,2012,34000,Petrol,Manual,Second,17.5,1373,91.1,7.0,515000.00000000006
Mercedes-Benz M-Class ML,Mumbai,2011,73000,Diesel,Automatic,First,14.0,2987,224.0,5.0,1441000.0
Volkswagen Polo 1.2,Mumbai,2014,34000,Petrol,Manual,First,16.2,1199,74.0,5.0,475000.0
Toyota Fortuner 4x2,Jaipur,2015,73000,Diesel,Automatic,First,12.55,2982,168.5,7.0,1900000.0
Maruti Celerio VXI,Hyderabad,2017,34000,Petrol,Manual,First,23.1,998,67.04,5.0,490000.00000000006
BMW 3 Series,Chennai,2008,73000,Diesel,Automatic,Second,16.07,1995,181.0,4.0,630000.0
Honda City ZX,Jaipur,2006,73000,Petrol,Manual,Second,16.9,1497,100.0,5.0,240000.0
Mitsubishi Cedia Sports,Pune,2009,73000,Petrol,Manual,First,13.17,1999,114.0,5.0,300000.0
Renault Pulse Petrol,Delhi,2016,40190,Petrol,Manual,First,18.06,1198,74.93,5.0,425000.0
Volkswagen Polo 1.5,Hyderabad,2016,34000,Diesel,Manual,First,20.14,1498,88.0,5.0,630000.0
Maruti Baleno RS,Kochi,2018,43639,Petrol,Manual,First,21.1,998,100.0,5.0,815000.0
Hyundai i10 Magna,Kochi,2012,37333,Petrol,Manual,First,20.36,1197,78.9,5.0,322000.0
Hyundai i20 1.2,Kochi,2018,48407,Petrol,Manual,First,18.6,1197,81.83,5.0,765000.0
BMW Z4 2009-2013,Delhi,2011,34000,Petrol,Automatic,First,10.37,2979,306.0,2.0,3000000.0
Hyundai i10 Sportz,Pune,2010,72400,Petrol,Manual,Second,20.36,1197,78.9,5.0,229999.99999999997
Mini Cooper S,Delhi,2012,34000,Petrol,Automatic,First,13.6,1598,181.0,4.0,2200000.0
Honda Brio V,Pune,2012,65167,Petrol,Manual,First,19.4,1198,86.8,5.0,328000.0
Maruti Ciaz ZXi,Kochi,2016,34000,Petrol,Manual,First,20.73,1373,91.2,5.0,709000.0
Maruti Swift Dzire,Coimbatore,2013,38995,Diesel,Manual,First,19.3,1248,73.9,5.0,646000.0
Volkswagen Polo Diesel,Chennai,2012,60000,Diesel,Manual,First,22.07,1199,73.9,5.0,400000.0
BMW X1 sDrive20d,Delhi,2011,72000,Diesel,Automatic,First,17.05,1995,184.0,5.0,1100000.0
Audi Q7 3.0,Coimbatore,2016,34000,Diesel,Automatic,Second,12.07,2967,241.4,7.0,4979000.0
Ford Figo 1.5D,Kolkata,2015,34000,Diesel,Manual,First,25.83,1498,99.0,5.0,480000.0
BMW 3 Series,Bangalore,2017,34000,Diesel,Automatic,First,21.76,1995,190.0,5.0,3500000.0
Mercedes-Benz M-Class ML,Bangalore,2011,54000,Diesel,Automatic,First,14.0,2987,224.0,5.0,2199000.0
Maruti Wagon R,Mumbai,2007,50000,Petrol,Manual,Second,17.3,1061,64.0,5.0,110000.00000000001
Maruti Baleno Zeta,Delhi,2018,34000,Petrol,Manual,First,21.4,1197,83.1,5.0,660000.0
Maruti Dzire VXI,Pune,2013,73000,Petrol,Manual,First,22.0,1197,81.8,5.0,450000.0
Chevrolet Aveo U-VA,Pune,2009,73000,Petrol,Manual,Second,14.7,1150,76.0,5.0,100000.0
Volkswagen Polo 1.5,Chennai,2017,34000,Diesel,Manual,First,20.14,1498,88.0,5.0,690000.0
Land Rover Freelander,Hyderabad,2012,73000,Diesel,Automatic,First,18.0,2179,115.0,5.0,1675000.0
Audi Q5 30,Mumbai,2015,52000,Diesel,Automatic,First,14.16,1968,174.3,5.0,2549000.0
Audi A6 35,Chennai,2015,34000,Diesel,Automatic,First,18.53,1968,187.74,5.0,3550000.0
Hyundai Grand i10,Kochi,2018,34000,Diesel,Manual,First,24.0,1186,73.97,5.0,628000.0
Mahindra Scorpio SLE,Delhi,2012,73000,Diesel,Manual,Second,12.05,2179,120.0,8.0,488000.0
Tata Bolt Quadrajet,Hyderabad,2016,73000,Diesel,Manual,First,22.95,1248,74.0,5.0,370000.0
Hyundai EON Era,Kochi,2015,43993,Petrol,Manual,First,21.1,814,55.2,5.0,345000.0
Mahindra Scorpio S8,Kochi,2016,72118,Diesel,Manual,First,15.4,2179,120.0,8.0,1023000.0
Honda Accord 2001-2003,Bangalore,2010,73000,Petrol,Automatic,Second,11.1,2354,142.0,5.0,650000.0
Volkswagen Polo 1.2,Mumbai,2016,34000,Petrol,Manual,First,16.2,1199,74.0,5.0,615000.0
Maruti Eeco 7,Mumbai,2014,34670,Petrol,Manual,First,15.1,1196,73.0,7.0,290000.0
Hyundai Grand i10,Ahmedabad,2016,34000,Diesel,Manual,First,24.0,1120,70.0,5.0,550000.0
Ford Endeavour 3.2,Chennai,2017,34000,Diesel,Automatic,First,10.91,1621,197.0,7.0,3100000.0
Hyundai Grand i10,Delhi,2015,59261,Diesel,Manual,First,24.0,1186,73.97,5.0,425000.0
Maruti Swift VDI,Kochi,2016,65210,Diesel,Manual,First,22.9,1248,74.0,5.0,548000.0
Hyundai i20 1.2,Bangalore,2016,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,725000.0
Maruti Swift Dzire,Hyderabad,2012,50000,Petrol,Manual,First,17.5,1298,85.8,5.0,300000.0
BMW 3 Series,Hyderabad,2015,47000,Diesel,Automatic,First,22.69,1995,190.0,5.0,2950000.0
Honda City ZX,Mumbai,2007,73000,Petrol,Manual,Second,17.7,1497,78.0,5.0,149000.0
Hyundai i10 Sportz,Pune,2013,54534,Petrol,Automatic,First,16.95,1197,78.9,5.0,365000.0
Ford Ecosport Signature,Ahmedabad,2018,34000,Diesel,Manual,First,23.0,1498,98.96,5.0,1090000.0
Maruti Celerio ZXI,Bangalore,2015,48808,Petrol,Manual,First,23.1,998,67.04,5.0,430000.0
Maruti Ertiga VDI,Pune,2012,63001,Diesel,Manual,Second,20.77,1248,88.76,7.0,611000.0
Toyota Innova 2.5,Hyderabad,2015,64771,Diesel,Manual,First,12.8,2494,102.0,8.0,1550000.0
Honda City i,Mumbai,2016,34634,Petrol,Manual,First,17.8,1497,117.3,5.0,690000.0
Maruti Swift Dzire,Bangalore,2012,69242,Petrol,Manual,First,19.1,1197,85.8,5.0,469000.00000000006
Maruti Ritz LXi,Kochi,2011,34000,Petrol,Manual,First,18.5,1197,85.8,5.0,319000.0
Hyundai i20 Sportz,Pune,2012,55000,Petrol,Automatic,Second,15.0,1396,98.6,5.0,375000.0
Hyundai i20 Active,Pune,2019,34000,Petrol,Manual,First,17.19,1197,81.86,5.0,860000.0
Honda City 1.5,Chennai,2011,73000,Petrol,Manual,Second,17.0,1497,118.0,5.0,385000.0
Porsche Cayenne S,Coimbatore,2016,65003,Diesel,Automatic,First,13.6,1621,382.0,5.0,6783000.0
Honda Amaze VX,Coimbatore,2019,34000,Petrol,Manual,First,17.8,1198,86.7,5.0,931000.0
Honda Civic 2006-2010,Pune,2008,73000,Petrol,Automatic,First,12.9,1799,130.0,5.0,300000.0
Hyundai i20 Magna,Bangalore,2015,53000,Petrol,Manual,First,18.6,1197,81.83,5.0,550000.0
Hyundai Creta 1.6,Hyderabad,2017,50129,Diesel,Manual,First,19.67,1582,126.2,5.0,1330000.0
Audi Q3 2012-2015,Hyderabad,2013,63716,Diesel,Automatic,First,15.73,1968,174.33,5.0,2300000.0
Maruti Alto 800,Mumbai,2018,34000,Petrol,Manual,First,24.7,796,47.3,5.0,335000.0
BMW X1 sDrive,Chennai,2012,73000,Diesel,Automatic,Third,15.06,1995,177.0,5.0,1000000.0
Hyundai i10 Magna,Delhi,2013,63265,Petrol,Manual,First,20.36,1197,78.9,5.0,295000.0
Volkswagen Ameo 1.5,Pune,2016,34000,Diesel,Manual,First,21.66,1498,108.62,5.0,675000.0
Volkswagen Polo Petrol,Pune,2010,73000,Petrol,Manual,Third,16.47,1198,73.9,5.0,244000.0
Maruti Ciaz VXi,Mumbai,2015,41000,Petrol,Manual,First,20.73,1373,91.1,5.0,585000.0
Volkswagen Polo GT,Kochi,2015,34000,Petrol,Automatic,First,17.21,1197,103.5,5.0,740000.0
Hyundai Xcent 1.1,Pune,2016,73000,Diesel,Manual,First,24.4,1120,71.0,5.0,380000.0
Honda Civic 2006-2010,Hyderabad,2008,69972,Petrol,Manual,First,13.5,1799,130.0,5.0,380000.0
Honda City ZX,Kolkata,2008,69000,Petrol,Manual,First,17.7,1497,78.0,5.0,270000.0
Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,15.96,2523,62.1,7.0,721000.0
Honda City i,Hyderabad,2016,34000,Petrol,Manual,First,17.4,1497,117.3,5.0,790000.0
Hyundai Xcent 1.2,Kolkata,2017,51000,Diesel,Manual,First,25.4,1186,73.97,5.0,420000.0
Renault Duster 110PS,Mumbai,2014,58003,Diesel,Manual,First,19.01,1461,108.45,5.0,575000.0
Maruti A-Star AT,Hyderabad,2013,56500,Petrol,Automatic,First,16.98,998,66.1,5.0,345000.0
Audi A4 2.0,Bangalore,2014,34000,Diesel,Automatic,First,17.11,1968,174.33,5.0,2575000.0
Mahindra XUV500 W8,Coimbatore,2018,46811,Diesel,Manual,First,16.0,2179,140.0,7.0,1659000.0
Renault Pulse Petrol,Coimbatore,2014,34000,Petrol,Manual,First,18.06,1198,74.96,5.0,469000.00000000006
BMW 3 Series,Mumbai,2009,52100,Diesel,Automatic,Second,13.2,1995,170.0,5.0,750000.0
Toyota Innova Crysta,Hyderabad,2016,73000,Diesel,Manual,First,13.68,2393,147.8,7.0,1650000.0
Honda City 1.5,Kolkata,2009,34000,Petrol,Manual,First,17.0,1497,118.0,5.0,199000.0
Maruti Swift VDI,Chennai,2014,73000,Diesel,Manual,First,22.9,1248,74.0,5.0,525000.0
Renault Duster 110PS,Mumbai,2013,73000,Diesel,Manual,Second,19.64,1461,108.45,5.0,540000.0
Volkswagen Polo 1.2,Mumbai,2014,34000,Petrol,Manual,First,16.47,1198,74.0,5.0,390000.0
Hyundai i20 Active,Mumbai,2015,34000,Petrol,Manual,First,17.19,1197,81.86,5.0,580000.0
BMW 5 Series,Pune,2014,34000,Diesel,Automatic,First,18.12,1995,190.0,5.0,3050000.0
Maruti Swift Dzire,Hyderabad,2017,44504,Diesel,Manual,First,23.4,1248,74.0,5.0,560000.0
Mercedes-Benz M-Class ML,Ahmedabad,2012,66000,Diesel,Automatic,First,18.0,2987,165.0,5.0,2300000.0
Maruti Swift LDI,Jaipur,2015,39437,Diesel,Manual,First,28.4,1248,74.0,5.0,515000.00000000006
Hyundai Verna 1.6,Coimbatore,2017,36931,Diesel,Automatic,First,19.08,1582,126.2,5.0,948000.0
Tata Nano XTA,Bangalore,2016,34000,Petrol,Automatic,Second,21.9,624,37.48,4.0,238000.0
Maruti Swift Dzire,Hyderabad,2009,71346,Petrol,Manual,First,17.5,1298,85.8,5.0,380000.0
Hyundai i20 Asta,Delhi,2015,45000,Petrol,Manual,Second,18.6,1197,81.83,5.0,550000.0
Hyundai i20 1.2,Hyderabad,2010,73000,Petrol,Manual,First,17.0,1197,80.0,5.0,355000.0
Maruti Ciaz ZXi,Mumbai,2015,48823,Petrol,Manual,First,20.73,1373,91.1,5.0,635000.0
Land Rover Range,Delhi,2015,37000,Diesel,Automatic,First,12.7,2179,187.7,5.0,3600000.0
Tata Indigo LX,Hyderabad,2005,73000,Diesel,Manual,Second,16.1,1405,70.0,5.0,110000.00000000001
Tata Zest Revotron,Mumbai,2014,36000,Petrol,Manual,First,17.57,1193,88.7,5.0,370000.0
Mahindra XUV500 W10,Delhi,2016,34000,Diesel,Manual,First,16.0,1997,140.0,7.0,1350000.0
Honda Accord 2.4,Mumbai,2008,73000,Petrol,Automatic,Third,11.7,2354,177.6,5.0,285000.0
Tata Nano Twist,Coimbatore,2015,34000,Petrol,Manual,Second,25.4,624,37.5,4.0,213000.0
Hyundai Elantra CRDi,Ahmedabad,2015,65000,Diesel,Manual,First,22.7,1582,126.2,5.0,775000.0
Tata Indica V2,Chennai,2017,73000,Diesel,Manual,First,25.0,1396,69.0,5.0,285000.0
Honda Amaze S,Jaipur,2014,73000,Diesel,Manual,First,25.8,1498,98.6,5.0,495000.0
Mahindra XUV500 W8,Kochi,2012,73000,Diesel,Manual,First,15.1,2179,140.0,7.0,620000.0
BMW X3 xDrive,Pune,2013,73000,Diesel,Automatic,First,18.56,1995,190.0,5.0,1750000.0
Hyundai Grand i10,Pune,2010,45252,Petrol,Manual,First,18.9,1197,81.86,5.0,225000.0
Maruti Baleno Zeta,Delhi,2017,34000,Petrol,Manual,First,21.4,1197,83.1,5.0,675000.0
Hyundai Verna 1.6,Kochi,2016,42024,Diesel,Automatic,First,19.08,1582,126.2,5.0,973000.0
Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,25.47,1248,88.5,7.0,849000.0
Mini Cooper S,Mumbai,2013,52000,Petrol,Automatic,First,13.6,1598,181.0,4.0,2500000.0
Maruti Ritz ZDi,Coimbatore,2015,42894,Diesel,Manual,First,23.2,1248,73.94,5.0,559000.0
Skoda Laura L,Mumbai,2011,68000,Diesel,Automatic,First,15.6,1896,106.0,5.0,480000.0
Ford Ecosport 1.5,Delhi,2014,69000,Diesel,Manual,First,22.7,1498,89.84,5.0,545000.0
Hyundai i20 2015-2017,Pune,2017,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,650000.0
Honda Brio E,Chennai,2015,34000,Petrol,Manual,First,19.4,1198,86.8,5.0,434999.99999999994
Honda Amaze S,Kolkata,2013,46992,Diesel,Manual,First,25.8,1498,98.6,5.0,375000.0
BMW 5 Series,Pune,2010,73000,Diesel,Automatic,Third,18.48,1995,177.0,5.0,1200000.0
Audi Q7 3.0,Delhi,2014,58000,Diesel,Automatic,First,12.07,2967,241.4,7.0,3200000.0
Hyundai Grand i10,Jaipur,2015,50000,Diesel,Manual,Second,24.0,1120,70.0,5.0,400000.0
Nissan Micra Diesel,Kolkata,2011,39010,Diesel,Manual,First,23.08,1461,63.1,5.0,260000.0
Hyundai Grand i10,Jaipur,2016,34000,Petrol,Manual,First,18.9,1197,82.0,5.0,445000.0
Hyundai EON Era,Pune,2015,34000,Petrol,Manual,First,21.1,814,55.2,5.0,260000.0
Mercedes-Benz New C-Class,Chennai,2011,60000,Petrol,Automatic,First,11.74,1796,186.0,5.0,1600000.0
Land Rover Range,Delhi,2014,38999,Diesel,Automatic,First,12.7,2179,187.7,5.0,3250000.0
Mahindra Ssangyong Rexton,Mumbai,2016,39000,Diesel,Automatic,First,11.18,2696,184.0,7.0,1385000.0
Maruti Ciaz 1.4,Coimbatore,2018,34000,Petrol,Manual,First,20.73,1373,91.1,5.0,876000.0
Mercedes-Benz R-Class R350,Kochi,2014,45710,Petrol,Automatic,First,11.8,1621,272.0,7.0,2368000.0
Maruti Dzire AMT,Chennai,2017,42000,Petrol,Automatic,First,22.0,1197,81.8,5.0,550000.0
Land Rover Range,Coimbatore,2013,73000,Diesel,Automatic,Second,11.49,1621,335.3,5.0,6581000.0
Renault Duster 110PS,Kolkata,2013,57000,Diesel,Manual,First,19.01,1461,108.45,5.0,499000.0
Hyundai Verna 1.6,Chennai,2013,73000,Diesel,Manual,Second,22.32,1582,126.32,5.0,570000.0
Toyota Corolla Altis,Coimbatore,2016,73000,Petrol,Automatic,First,14.28,1798,138.03,5.0,1199000.0
BMW 3 Series,Mumbai,2016,34000,Diesel,Automatic,Second,21.76,1995,190.0,5.0,2999000.0
Ford EcoSport 1.5,Chennai,2018,34000,Petrol,Manual,First,18.88,1499,110.4,5.0,950000.0
Maruti Swift VDI,Hyderabad,2014,73000,Diesel,Manual,First,25.2,1248,74.0,5.0,550000.0
Hyundai Santa Fe,Bangalore,2016,36000,Diesel,Automatic,First,11.72,2199,194.3,7.0,2300000.0
Tata Indica V2,Hyderabad,2013,62188,Diesel,Manual,First,17.2,1396,53.5,5.0,295000.0
Hyundai Grand i10,Kochi,2015,58397,Diesel,Manual,First,24.0,1120,70.0,5.0,490000.00000000006
Hyundai Santro Xing,Chennai,2006,73000,Petrol,Manual,Third,18.0,1086,113.25,5.0,130000.0
Maruti Wagon R,Delhi,2016,34000,Petrol,Automatic,First,22.5,998,67.0,5.0,425000.0
Mahindra XUV500 W10,Kochi,2018,34000,Diesel,Manual,First,16.0,2179,140.0,7.0,1636000.0
Audi A4 2.0,Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968,147.51,5.0,994999.9999999999
Volkswagen Vento Diesel,Bangalore,2012,65000,Diesel,Manual,First,20.54,1598,103.6,5.0,550000.0
Maruti Vitara Brezza,Delhi,2016,34000,Diesel,Manual,First,24.3,1248,88.5,5.0,825000.0
Maruti Zen LX,Chennai,2002,73000,Petrol,Manual,First,17.3,993,60.0,5.0,95000.0
Hyundai i10 Era,Kochi,2016,34952,Petrol,Manual,First,19.81,1086,68.05,5.0,401000.0
Honda WR-V Edge,Kochi,2019,34000,Petrol,Manual,First,17.5,1199,88.7,5.0,819999.9999999999
Honda City i,Chennai,2014,71000,Diesel,Manual,Second,25.1,1498,98.6,5.0,620000.0
Toyota Fortuner 4x2,Chennai,2012,73000,Diesel,Automatic,First,11.5,2982,169.0,7.0,1675000.0
Mahindra XUV500 AT,Delhi,2017,34000,Diesel,Automatic,First,16.0,2179,140.0,7.0,1650000.0
Ford Endeavour XLT,Mumbai,2007,73000,Diesel,Manual,Third,10.9,2499,113.25,7.0,375000.0
Ford Figo Diesel,Kolkata,2012,73000,Diesel,Manual,First,20.0,1399,68.05,5.0,350000.0
Honda Jazz 1.2,Coimbatore,2017,66507,Petrol,Automatic,Second,19.0,1199,88.7,5.0,543000.0
Ford Endeavour 3.2,Coimbatore,2017,54650,Diesel,Automatic,First,10.91,1621,197.0,7.0,3035000.0
Nissan Sunny XL,Hyderabad,2014,34000,Petrol,Automatic,First,17.97,1498,99.6,5.0,799000.0
Skoda Octavia Ambiente,Coimbatore,2011,73000,Diesel,Manual,First,18.7,1896,66.0,5.0,359000.0
Chevrolet Beat Diesel,Chennai,2012,73000,Diesel,Manual,First,25.44,936,57.6,5.0,190000.0
Toyota Camry W2,Chennai,2009,73000,Petrol,Automatic,First,12.1,2362,164.7,5.0,470000.0
Renault Duster 110PS,Chennai,2012,73000,Diesel,Manual,First,19.01,1461,108.45,5.0,725000.0
Mercedes-Benz GLA Class,Kochi,2016,34000,Diesel,Automatic,First,17.9,2143,136.0,5.0,2446000.0
Tata Zest Revotron,Pune,2014,34000,Petrol,Manual,Second,17.57,1193,88.7,5.0,390000.0
